date,close,open,high,low,volume
2007-12-05,5954.7001953,5941.0498047,6027.0498047,5919.7998047,0.0
2007-12-06,5974.2998047,5963.6000977,6042.1000977,5894.7998047,0.0
2007-12-09,5960.6000977,5974.0,6015.2998047,5923.3500977,0.0
2007-12-10,6097.25,5960.3999023,6111.2001953,5960.3999023,0.0
2007-12-11,6159.2998047,6067.0498047,6175.6499023,6005.4501953,0.0
2007-12-12,6058.1000977,6159.25,6185.3999023,6040.3999023,0.0
2007-12-13,6047.7001953,6056.2001953,6078.5498047,6015.0498047,0.0
2007-12-16,5777.0,6037.9501953,6039.9501953,5740.6000977,0.0
2007-12-17,5742.2998047,5777.6000977,5874.6000977,5710.6000977,0.0
2007-12-18,5751.1499023,5730.25,5840.7998047,5676.7001953,0.0
2007-12-19,5766.5,5751.75,5799.5,5742.75,0.0
2007-12-23,5985.1000977,5771.2998047,6001.0498047,5771.2998047,0.0
2007-12-25,6070.75,5988.4501953,6085.25,5988.4501953,0.0
2007-12-26,6081.5,6069.0,6110.8500977,6060.2001953,0.0
2007-12-27,6079.7001953,6079.5498047,6098.6000977,6021.8999023,0.0
2007-12-30,6138.6000977,6095.0,6167.75,6095.0,0.0
2007-12-31,6144.3500977,6136.75,6165.3500977,6109.8500977,0.0
2008-01-01,6179.3999023,6144.7001953,6197.0,6060.8500977,0.0
2008-01-02,6178.5498047,6184.25,6230.1499023,6126.3999023,0.0
2008-01-03,6274.2998047,6179.1000977,6300.0498047,6179.1000977,0.0
2008-01-06,6279.1000977,6271.0,6289.7998047,6193.3500977,0.0
2008-01-07,6287.8500977,6282.4501953,6357.1000977,6221.6000977,0.0
2008-01-08,6272.0,6287.5498047,6338.2998047,6231.25,0.0
2008-01-09,6156.9501953,6278.1000977,6347.0,6142.8999023,0.0
2008-01-10,6200.1000977,6166.6499023,6224.2001953,6112.5498047,0.0
2008-01-13,6206.7998047,6208.7998047,6244.1499023,6172.0,0.0
2008-01-14,6074.25,6226.3500977,6260.4501953,6053.2998047,0.0
2008-01-15,5935.75,6065.0,6065.0,5825.75,0.0
2008-01-16,5913.2001953,5937.9501953,6013.1499023,5880.2998047,0.0
2008-01-17,5705.2998047,5907.75,5908.75,5677.0,0.0
2008-01-20,5208.7998047,5705.0,5705.0,4977.1000977,0.0
2008-01-21,4899.2998047,5203.3500977,5203.3500977,4448.5,0.0
2008-01-22,5203.3999023,4903.0498047,5328.0498047,4891.6000977,0.0
2008-01-23,5033.4501953,5208.0,5357.2001953,4995.7998047,0.0
2008-01-24,5383.3500977,5035.0498047,5399.25,5035.0498047,0.0
2008-01-27,5274.1000977,5380.9501953,5380.9501953,5071.0,0.0
2008-01-28,5280.7998047,5279.5498047,5391.6000977,5225.25,0.0
2008-01-29,5167.6000977,5283.75,5314.2998047,5142.25,0.0
2008-01-30,5137.4501953,5172.25,5251.6499023,5071.1499023,0.0
2008-01-31,5317.25,5140.6000977,5339.9501953,5090.75,0.0
2008-02-03,5463.5,5315.5498047,5545.2001953,5315.5498047,0.0
2008-02-04,5483.8999023,5463.75,5500.6000977,5412.9501953,0.0
2008-02-05,5322.5498047,5470.3999023,5470.3999023,5257.0498047,0.0
2008-02-06,5133.25,5322.5498047,5344.6000977,5113.8500977,0.0
2008-02-07,5120.3500977,5132.1000977,5173.8500977,5034.25,0.0
2008-02-10,4857.0,5120.5498047,5126.3999023,4803.6000977,0.0
2008-02-11,4838.25,4877.8500977,4949.6000977,4820.4501953,0.0
2008-02-12,4929.4501953,4836.5498047,4986.5498047,4836.5498047,0.0
2008-02-13,5202.0,4944.6499023,5220.25,4944.6499023,0.0
2008-02-14,5302.8999023,5202.8500977,5315.3999023,5104.75,0.0
2008-02-17,5276.8999023,5304.4501953,5348.6000977,5224.0,0.0
2008-02-18,5280.7998047,5278.3999023,5368.4501953,5262.0,0.0
2008-02-19,5154.4501953,5267.1499023,5267.1499023,5116.2998047,0.0
2008-02-20,5191.7998047,5156.8999023,5241.3500977,5120.0498047,0.0
2008-02-21,5110.75,5183.3999023,5184.0,5092.7998047,0.0
2008-02-24,5200.7001953,5112.25,5212.3500977,5055.1499023,0.0
2008-02-25,5270.0498047,5200.7998047,5281.2001953,5200.7998047,0.0
2008-02-26,5268.3999023,5271.3999023,5368.1499023,5249.75,0.0
2008-02-27,5285.1000977,5266.3500977,5302.8500977,5227.1499023,0.0
2008-02-28,5223.5,5285.0,5290.7998047,5098.3500977,0.0
2008-03-02,4953.0,5222.7998047,5222.7998047,4936.0498047,0.0
2008-03-03,4864.25,4958.5498047,4976.7001953,4812.9501953,0.0
2008-03-04,4921.3999023,4866.8500977,4936.75,4847.25,0.0
2008-03-06,4771.6000977,4918.2998047,4918.2998047,4672.25,0.0
2008-03-09,4800.3999023,4767.7998047,4814.9501953,4620.5,0.0
2008-03-10,4865.8999023,4796.2998047,4888.5,4732.8500977,0.0
2008-03-11,4872.0,4869.75,5019.2001953,4854.75,0.0
2008-03-12,4623.6000977,4868.7001953,4868.7998047,4580.1499023,0.0
2008-03-13,4745.7998047,4623.7998047,4758.9501953,4607.5498047,0.0
2008-03-16,4503.1000977,4745.4501953,4745.4501953,4482.1000977,0.0
2008-03-17,4533.0,4519.8999023,4617.9501953,4468.5498047,0.0
2008-03-18,4573.9501953,4534.75,4718.3999023,4533.8999023,0.0
2008-03-23,4609.8500977,4576.7998047,4649.4501953,4539.7998047,0.0
2008-03-24,4877.5,4616.7998047,4896.7998047,4616.7998047,0.0
2008-03-25,4828.8500977,4878.7001953,4912.2998047,4808.6499023,0.0
2008-03-26,4830.25,4828.7998047,4863.75,4769.6000977,0.0
2008-03-27,4942.0,4830.0,4970.7998047,4796.3500977,0.0
